categ_id,name,default_code,lst_price
MP,Sombra Cremosa Apto HD (Pack  3 Unidades) Pote x 4g. (Art. individual 2910P) hsta agotar stock. @Azul,2911P-02,555
MP,Sombra Cremosa Apto HD (Pack  3 Unidades) Pote x 4g. (Art. individual 2910P) hsta agotar stock. @Marron,2911P-03,555
MP,Pre Base Fijadora para Cejas a prueba de agua Pote x 5gr. hsta agotar stock. @Neutra,2913P,290
MP,Cartuchera vacía imantada con zocalo para todas las medidas de repuestos (Mediana),2019Z,355
MP,Bolsas Ecológicas  30x38 cm. de Friselina con Manijas y Logo PACK 10 UNIDADES (Art. Individual 410),401,60
MP,Bolsas Ecológicas de 15x20 cm. de Friselina  y Logo PACK 10 UNIDADES (Art. Individual 411),402,30
MP,Kit con: Set de Bases Alta cobertura Ultra HD + Unificador de Texturas HD + Porta Cosmeticos Cristal,5001,2.700
MP,Kit Perfector con efectos Mate y Luminico - Tendencia Dewy Glow 1 Base en gotas ULTRA MATE + 3 Perlas en Polvo + Paleta Mezcladora + Porta Cosmeticos Cristal,5004,1.950
MP,Diluyente Siliconado -Apto HD Multifunción a Prueba de Agua (Gotero) x 16cc.,2013P,385
MP,Unificador de textura ULTRA HD (Botella con Gotero) x 11cc. Nuevo envase,2112P,608
MP,Fijador Multifunción  -Apto HD  (Botella pulverizadora) x 55cc.,2113P,605
MP,Sombra Compacta Apta HD. SILICONADAS -Metalizadas Repuesto de 37 mm. x 4gr. @Pro Tratante Beige Rosado Tornasol Nacarado,1110-T01,350
MP,Sombra Compacta Apta HD. SILICONADAS -Metalizadas Repuesto de 37 mm. x 4gr. @Pro Tratante Rosa Satinado,1110-T02,350
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Obispo Tornasol Satinado,1111-T03,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Durazno  Satinado,1111-T06,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Fucsia Chicle Tornasol  Satinado,1111-T09,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Negro Mate,1111-T10,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Blanco Mate,1111-T11,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Arena Tornasol Satinado,1111-T13,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Blanco dorado Tornasol Satinado,1111-T19,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Bronce Oliva Tornasol Satinado,1111-T22,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Celeste Tornasol Satinado,1111-T26,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Dulce de Leche Semi Mate,1111-T32,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Marrón Agrisado Semi Mate,1111-T33,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Marfil Mate,1111-T37,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Nude Semi Mate,1111-T38,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Habano Claro Mate,1111-T39,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Chocolate Mate,1111-T40,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Gris Mate NUEVO!!,1111-T41,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Tornasol Rosa Mate,1111-T42,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Té con Leche Mate,1111-T43,315
MP,Sombra Compacta Tratante Apta HD.Repuesto de 33 mm. x 4g. @Manteca Mate,1111-T49,315
MP,Sombra en Polvo Pigmento Puro Polvera x 2g. @Sandia,1143P-17,240
MP,Sombra en Polvo Perla Pote x 1g. @Fucsia,1152P-05,320
MP,Sombra en Polvo Perla Pote x 1g. @Arena tornasol satinado,1152P-09,320
MP,Sombra en Polvo Perla Pote x 1g. @Tornasol Oro,1152P-11,320
MP,Maquillaje Compacto Polvo Mate HD Siliconado Repuesto de 59mm x 10g. @Claro,2011P-M01,480
MP,Maquillaje Compacto Polvo Mate HD Siliconado Repuesto de 59mm x 10g. @Oscuro.,2011P-M02,480
MP,Maquillaje Compacto Polvo Satinado HD Siliconado Repuesto de 59mm x 10g. @Claro,2011P-S01,480
MP,Maquillaje Compacto Polvo Satinado HD Siliconado Repuesto de 59mm x 10g. @Oscuro,2011P-S02,480
MP,"Pre Base para párpados  Apto HD (Pack 3 Unidades) Petaca x 3,5g. (Art. Individual 2110P)  @Natural",2111P-00,1.200
MP,Mascara para Pestañas Pro Base Extensora Botella con aplicadorx 12g..,2600P-00,305
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Marfil Extra Claro.,2801P-00,1.100
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Marfil,2801P-01,1.100
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Caramelo,2801P-02,1.100
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Dulce de leche  NUEVO!!,2801P-04,1.100
MP,Maquillaje Hidratante Siliconado Corrector Siliconado HD Botella con aplicador x 10g.@Beige Claro.,2812P-00,455
MP,"Corrector Óptico HD (Pack 3 Unidades) Envase x 2,5g  (Art. Individual 2813P) @Beige Neutro-NUEVO",1813P,1.200
MP,Delineador en Gel Apto HD (Pack  4 Unidades)  Pote x 4g. (Art. Individual 1911P) @Negro,2901P-01,1.360
MP,Delineador Líquido  Tinta (Pack  3 Unidades) - Botella x 6g.  (Art. Individual 2920P)  @Blanco,2921P-00,516
MP,Delineador Líquido  Tinta (Pack  3 Unidades) - Botella x 6g.  (Art. Individual 2920P)  @Negro,2921P-01,516
MP,Petaca Blanca Vacía para 1 Repuesto x 33mm. (Pack x 6 Unidades) - Art. Individual 2021P,2021,516
MP,Blister Dúo para repuestos de 33mm. (Pack x 2 Unidades) - Art. Individual 2030,2031,70
MP,Cartuchera Vacía para 6 repuestos de 33mm.,2003P,395
MP,Cartuchera vacía imantada con zocalo para todas las medidas de repuestos (Grande),2004Z,550
MP,Kit Pro Acrílico para Mezclas  (Soporte / Espátula de ACERO INOXIDABLE),2017E,760
MP,Paleta Pro para Mezclas (Soporte Acrílico Cristal Rectangular)  Sin Espátula,2017P,350
MP,Petaca con Espejo Vacía para 1 Repuesto de 59mm.,2023,193
MP,Petaca con Espejo Vacía imantada con zocalo todas las medidas de repuestos,2024Z,150
MP,Fluidificador de Texturas - Apto HD,2014P,550
MP,Pre Base Para Labios Cristal HD,2510P,422
MP,Pigmentador Humectante para labios @Blanco,1550P-00,220
MP,Nacarado Tornasol DoradoNegro,2910P-01,185
MP,Nacarado Tornasol DoradoAzul,2910P-02,185
MP,Nacarado Tornasol DoradoMarron,2910P-03,185
MP,Pre Base para párpados,2110P,400
MP,Delineador en gel @Negro,1911P,340
MP,Delineador Líquido Tinta,2920P,172
MP,Petaca Vacía para 1 Repuesto x 33mm.,2021P,86
MP,Blister para repuestos de 33mm.,2030,35
